ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.6,0.04,-9.8,-0.97,1.09,-9.69,-0.05,-0.28,0.04,0.01,-0.03,0.3,0.66,59.69,92.16,351.231,-6.327,174.166,23695,2019-05-30 12:12:38:044
-0.6,0.04,-9.8,-0.97,1.09,-9.69,-0.05,-0.28,0.04,0.01,-0.03,0.3,0.66,59.69,92.16,351.231,-6.327,174.166,23700,2019-05-30 12:12:38:049
-0.6,0.04,-9.8,-0.97,1.09,-9.69,-0.05,-0.28,0.04,0.01,-0.03,0.3,0.66,59.69,92.16,351.231,-6.327,174.166,23705,2019-05-30 12:12:38:054
-0.13,0.39,-9.62,-0.97,1.09,-9.69,-0.05,-0.28,0.04,0.01,-0.03,0.3,0.66,59.69,92.16,351.231,-6.327,174.166,23710,2019-05-30 12:12:38:059
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,0.01,-0.03,0.3,0.66,59.69,92.16,351.231,-6.327,174.166,23714,2019-05-30 12:12:38:063
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,0.01,-0.03,0.3,0.66,59.69,92.16,351.231,-6.327,174.166,23720,2019-05-30 12:12:38:069
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,0.01,-0.03,0.3,0.66,59.69,92.16,351.231,-6.327,174.166,23725,2019-05-30 12:12:38:074
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,-0.01,-0.01,0.33,1.68,62.63,87.06,354.862,-6.388,174.401,23729,2019-05-30 12:12:38:078
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,-0.01,-0.01,0.33,1.68,62.63,87.06,354.862,-6.388,174.401,23736,2019-05-30 12:12:38:085
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,-0.01,-0.01,0.33,1.68,62.63,87.06,354.862,-6.388,174.401,23740,2019-05-30 12:12:38:089
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,-0.01,-0.01,0.33,1.68,62.63,87.06,354.862,-6.388,174.401,23745,2019-05-30 12:12:38:094
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,-0.01,-0.01,0.33,1.68,62.63,87.06,354.862,-6.388,174.401,23750,2019-05-30 12:12:38:099
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,-0.01,-0.01,0.33,1.68,62.63,87.06,354.862,-6.388,174.401,23755,2019-05-30 12:12:38:104
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,-0.01,-0.01,0.33,1.68,62.63,87.06,354.862,-6.388,174.401,23760,2019-05-30 12:12:38:109
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,-0.01,-0.01,0.33,1.68,62.63,87.06,354.862,-6.388,174.401,23765,2019-05-30 12:12:38:114
-0.13,0.39,-9.62,-0.95,1.09,-9.69,0.08,0.26,0.09,-0.01,-0.01,0.33,1.68,62.63,87.06,354.862,-6.388,174.401,23770,2019-05-30 12:12:38:119
0.27,0.32,-10.12,-0.94,1.09,-9.69,0.49,0.26,-0.39,0.03,-0.03,0.31,1.61,63.41,85.26,354.862,-6.388,174.401,23775,2019-05-30 12:12:38:124
0.27,0.32,-10.12,-0.94,1.09,-9.69,0.49,0.26,-0.39,0.03,-0.03,0.31,1.61,63.41,85.26,354.862,-6.388,174.401,23780,2019-05-30 12:12:38:129
0.27,0.32,-10.12,-0.94,1.09,-9.69,0.49,0.26,-0.39,0.03,-0.03,0.31,1.61,63.41,85.26,354.862,-6.388,174.401,23785,2019-05-30 12:12:38:134
0.27,0.32,-10.12,-0.94,1.09,-9.69,0.49,0.26,-0.39,0.03,-0.03,0.31,1.61,63.41,85.26,354.862,-6.388,174.401,23789,2019-05-30 12:12:38:138
0.27,0.32,-10.12,-0.94,1.09,-9.69,0.49,0.26,-0.39,0.03,-0.03,0.31,1.61,63.41,85.26,354.862,-6.388,174.401,23794,2019-05-30 12:12:38:143
0,0.03,-9.85,-0.94,1.09,-9.69,0.49,0.26,-0.39,0.03,-0.03,0.31,1.61,63.41,85.26,354.862,-6.388,174.401,23801,2019-05-30 12:12:38:150
0,0.03,-9.85,-0.94,1.09,-9.69,0.49,0.26,-0.39,0.03,-0.03,0.31,1.61,63.41,85.26,354.862,-6.388,174.401,23806,2019-05-30 12:12:38:155
0,0.03,-9.85,-0.91,1.1,-9.7,0.29,0.15,0,-0.02,-0.02,0.3,3.18,64.43,78.6,356.331,-6.388,174.459,23809,2019-05-30 12:12:38:158
0,0.03,-9.85,-0.91,1.1,-9.7,0.29,0.15,0,-0.02,-0.02,0.3,3.18,64.43,78.6,356.331,-6.388,174.459,23815,2019-05-30 12:12:38:164
0,0.03,-9.85,-0.91,1.1,-9.7,0.29,0.15,0,-0.02,-0.02,0.3,3.18,64.43,78.6,356.331,-6.388,174.459,23820,2019-05-30 12:12:38:169
0,0.03,-9.85,-0.91,1.1,-9.7,0.29,0.15,0,-0.02,-0.02,0.3,3.18,64.43,78.6,356.331,-6.388,174.459,23825,2019-05-30 12:12:38:174
-0.22,0.44,-9.71,-0.91,1.1,-9.7,0.29,0.15,0,-0.02,-0.02,0.3,3.18,64.43,78.6,356.331,-6.388,174.459,23830,2019-05-30 12:12:38:179
-0.22,0.44,-9.71,-0.91,1.1,-9.7,0.29,0.15,0,-0.02,-0.02,0.3,3.18,64.43,78.6,356.331,-6.388,174.459,23835,2019-05-30 12:12:38:184
-0.22,0.44,-9.71,-0.91,1.1,-9.7,0.29,0.15,0,-0.02,-0.02,0.3,3.18,64.43,78.6,356.331,-6.388,174.459,23840,2019-05-30 12:12:38:189
-0.22,0.44,-9.71,-0.91,1.1,-9.7,0.29,0.15,0,-0.02,-0.02,0.3,3.18,64.43,78.6,356.331,-6.388,174.459,23844,2019-05-30 12:12:38:193
-0.22,0.44,-9.71,-0.91,1.1,-9.7,0.29,0.15,0,-0.03,-0.02,0.28,4.5,64.67,73.92,356.331,-6.388,174.459,23849,2019-05-30 12:12:38:198
-0.22,0.44,-9.71,-0.59,1.23,-9.71,-0.53,0.09,-0.04,-0.03,-0.02,0.28,4.5,64.67,73.92,356.331,-6.388,174.459,23854,2019-05-30 12:12:38:203
-0.22,0.44,-9.71,-0.59,1.23,-9.71,-0.53,0.09,-0.04,-0.03,-0.02,0.28,4.5,64.67,73.92,356.331,-6.388,174.459,23860,2019-05-30 12:12:38:209
-0.22,0.44,-9.71,-0.59,1.23,-9.71,-0.53,0.09,-0.04,-0.03,-0.02,0.28,4.5,64.67,73.92,356.331,-6.388,174.459,23865,2019-05-30 12:12:38:214
-0.05,0.56,-10.01,-0.59,1.23,-9.71,-0.53,0.09,-0.04,-0.03,-0.02,0.28,4.5,64.67,73.92,356.331,-6.388,174.459,23870,2019-05-30 12:12:38:219
-0.05,0.56,-10.01,-0.59,1.23,-9.71,-0.53,0.09,-0.04,-0.03,-0.02,0.28,4.5,64.67,73.92,356.331,-6.388,174.459,23875,2019-05-30 12:12:38:224
-0.05,0.56,-10.01,-0.59,1.23,-9.71,-0.53,0.09,-0.04,-0.03,-0.02,0.28,4.5,64.67,73.92,356.331,-6.388,174.459,23880,2019-05-30 12:12:38:229
-0.05,0.56,-10.01,-0.46,1.25,-9.71,-0.51,-0.09,-0.04,-0.01,-0.02,0.25,4.5,64.67,73.92,356.331,-6.388,174.459,23886,2019-05-30 12:12:38:235
-0.05,0.56,-10.01,-0.46,1.25,-9.71,-0.51,-0.09,-0.04,-0.01,-0.02,0.25,5.58,65.22,70.44,2.091,-7.327,177.288,23890,2019-05-30 12:12:38:239
-0.05,0.56,-10.01,-0.46,1.25,-9.71,-0.51,-0.09,-0.04,-0.01,-0.02,0.25,5.58,65.22,70.44,2.091,-7.327,177.288,23896,2019-05-30 12:12:38:245
-0.05,0.56,-10.01,-0.46,1.25,-9.71,-0.51,-0.09,-0.04,-0.01,-0.02,0.25,5.58,65.22,70.44,2.091,-7.327,177.288,23900,2019-05-30 12:12:38:249
-0.05,0.56,-10.01,-0.46,1.25,-9.71,-0.51,-0.09,-0.04,-0.01,-0.02,0.25,5.58,65.22,70.44,2.091,-7.327,177.288,23905,2019-05-30 12:12:38:254
0.04,0.07,-9.71,-0.46,1.25,-9.71,-0.51,-0.09,-0.04,-0.01,-0.02,0.25,5.58,65.22,70.44,2.091,-7.327,177.288,23910,2019-05-30 12:12:38:259
0.04,0.07,-9.71,-0.26,1.26,-9.72,-0.51,-0.09,-0.04,-0.01,-0.02,0.25,5.58,65.22,70.44,2.091,-7.327,177.288,23915,2019-05-30 12:12:38:264
0.04,0.07,-9.71,-0.26,1.26,-9.72,-0.51,-0.09,-0.04,-0.01,-0.02,0.25,5.58,65.22,70.44,2.091,-7.327,177.288,23922,2019-05-30 12:12:38:271
0.04,0.07,-9.71,-0.26,1.26,-9.72,-0.51,-0.09,-0.04,-0.01,-0.02,0.25,5.58,65.22,70.44,2.091,-7.327,177.288,23927,2019-05-30 12:12:38:276
0.04,0.07,-9.71,-0.26,1.26,-9.72,-0.51,-0.09,-0.04,-0.01,-0.02,0.25,5.58,65.22,70.44,2.091,-7.327,177.288,23930,2019-05-30 12:12:38:279
0.04,0.07,-9.71,-0.26,1.26,-9.72,-0.93,-0.43,-0.11,0,0,0.26,6.18,64.61,66.83,2.091,-7.327,177.288,23935,2019-05-30 12:12:38:284
0.04,0.07,-9.71,-0.26,1.26,-9.72,-0.93,-0.43,-0.11,0,0,0.26,6.18,64.61,66.83,2.091,-7.327,177.288,23940,2019-05-30 12:12:38:289
0.04,0.07,-9.71,-0.26,1.26,-9.72,-0.93,-0.43,-0.11,0,0,0.26,6.18,64.61,66.83,2.091,-7.327,177.288,23945,2019-05-30 12:12:38:294
0.06,0,-10.01,-0.11,1.23,-9.72,-0.93,-0.43,-0.11,0,0,0.26,6.18,64.61,66.83,2.091,-7.327,177.288,23950,2019-05-30 12:12:38:299
0.06,0,-10.01,-0.11,1.23,-9.72,-0.93,-0.43,-0.11,0,0,0.26,6.18,64.61,66.83,2.091,-7.327,177.288,23956,2019-05-30 12:12:38:305
0.06,0,-10.01,-0.11,1.23,-9.72,-0.93,-0.43,-0.11,0,0,0.26,6.18,64.61,66.83,2.091,-7.327,177.288,23960,2019-05-30 12:12:38:309
0.06,0,-10.01,-0.11,1.23,-9.72,-0.93,-0.43,-0.11,0,0,0.26,6.18,64.61,66.83,2.091,-7.327,177.288,23965,2019-05-30 12:12:38:314
0.06,0,-10.01,-0.11,1.23,-9.72,-0.93,-0.43,-0.11,0,0,0.26,6.18,64.61,66.83,2.091,-7.327,177.288,23970,2019-05-30 12:12:38:319
0.06,0,-10.01,-0.11,1.23,-9.72,-0.93,-0.43,-0.11,0,0,0.26,6.18,64.61,66.83,2.091,-7.327,177.288,23976,2019-05-30 12:12:38:325
0.06,0,-10.01,-0.11,1.23,-9.72,-0.93,-0.43,-0.11,0,0,0.26,6.18,64.61,66.83,2.091,-7.327,177.288,23980,2019-05-30 12:12:38:329
0.27,0.22,-9.74,-0.05,1.21,-9.73,0.07,0,0,0.03,-0.02,0.26,7.02,62.15,63.96,5.155,-7.212,179.352,23985,2019-05-30 12:12:38:334
0.27,0.22,-9.74,-0.05,1.21,-9.73,0.07,0,0,0.03,-0.02,0.26,7.02,62.15,63.96,5.155,-7.212,179.352,23990,2019-05-30 12:12:38:339
0.27,0.22,-9.74,-0.05,1.21,-9.73,0.07,0,0,0.03,-0.02,0.26,7.02,62.15,63.96,5.155,-7.212,179.352,23995,2019-05-30 12:12:38:344
0.27,0.22,-9.74,-0.05,1.21,-9.73,0.07,0,0,0.03,-0.02,0.26,7.02,62.15,63.96,5.155,-7.212,179.352,24002,2019-05-30 12:12:38:351
0.27,0.22,-9.74,-0.05,1.21,-9.73,0.07,0,0,0.03,-0.02,0.26,7.02,62.15,63.96,5.155,-7.212,179.352,24006,2019-05-30 12:12:38:355
0.27,0.22,-9.74,-0.05,1.21,-9.73,0.07,0,0,0.03,-0.02,0.26,7.02,62.15,63.96,5.155,-7.212,179.352,24010,2019-05-30 12:12:38:359
0.27,0.22,-9.74,-0.05,1.21,-9.73,0.07,0,0,0.03,-0.02,0.26,7.02,62.15,63.96,5.155,-7.212,179.352,24015,2019-05-30 12:12:38:364
1.65,0.86,-9.64,-0.05,1.21,-9.73,0.07,0,0,0.03,-0.02,0.26,7.02,62.15,63.96,5.155,-7.212,179.352,24020,2019-05-30 12:12:38:369
1.65,0.86,-9.64,0.04,1.18,-9.73,1.44,0.6,0.09,-0.05,-0.04,0.27,8.27,61.67,60.42,5.155,-7.212,179.352,24024,2019-05-30 12:12:38:373
1.65,0.86,-9.64,0.04,1.18,-9.73,1.44,0.6,0.09,-0.05,-0.04,0.27,8.27,61.67,60.42,5.155,-7.212,179.352,24029,2019-05-30 12:12:38:378
1.65,0.86,-9.64,0.04,1.18,-9.73,1.44,0.6,0.09,-0.05,-0.04,0.27,8.27,61.67,60.42,5.155,-7.212,179.352,24035,2019-05-30 12:12:38:384
1.65,0.86,-9.64,0.04,1.18,-9.73,1.44,0.6,0.09,-0.05,-0.04,0.27,8.27,61.67,60.42,5.155,-7.212,179.352,24040,2019-05-30 12:12:38:389
1.65,0.86,-9.64,0.04,1.18,-9.73,1.44,0.6,0.09,-0.05,-0.04,0.27,8.27,61.67,60.42,5.155,-7.212,179.352,24044,2019-05-30 12:12:38:393
-1.52,-0.36,-9.76,0.04,1.18,-9.73,-1.47,-0.43,-0.02,-0.05,-0.04,0.27,8.27,61.67,60.42,5.155,-7.212,179.352,24050,2019-05-30 12:12:38:399
-1.52,-0.36,-9.76,0.09,1.15,-9.73,-1.47,-0.43,-0.02,0.05,0.03,0.19,10.08,61.07,57.66,8.888,-6.74,-179.47,24055,2019-05-30 12:12:38:404
-1.52,-0.36,-9.76,0.09,1.15,-9.73,-1.47,-0.43,-0.02,0.05,0.03,0.19,10.08,61.07,57.66,8.888,-6.74,-179.47,24060,2019-05-30 12:12:38:409
-1.52,-0.36,-9.76,0.09,1.15,-9.73,-1.47,-0.43,-0.02,0.05,0.03,0.19,10.08,61.07,57.66,8.888,-6.74,-179.47,24065,2019-05-30 12:12:38:414
-1.52,-0.36,-9.76,0.09,1.15,-9.73,-1.47,-0.43,-0.02,0.05,0.03,0.19,10.08,61.07,57.66,8.888,-6.74,-179.47,24070,2019-05-30 12:12:38:419
-1.52,-0.36,-9.76,0.09,1.15,-9.73,-1.47,-0.43,-0.02,0.05,0.03,0.19,10.08,61.07,57.66,8.888,-6.74,-179.47,24076,2019-05-30 12:12:38:425
-1.52,-0.36,-9.76,0.09,1.15,-9.73,-1.47,-0.43,-0.02,0.05,0.03,0.19,10.08,61.07,57.66,8.888,-6.74,-179.47,24080,2019-05-30 12:12:38:429
-1.52,-0.36,-9.76,0.09,1.15,-9.73,-1.47,-0.43,-0.02,0.05,0.03,0.19,10.08,61.07,57.66,8.888,-6.74,-179.47,24085,2019-05-30 12:12:38:434
-1.52,-0.36,-9.76,0.09,1.15,-9.73,-1.47,-0.43,-0.02,0.05,0.03,0.19,10.08,61.07,57.66,8.888,-6.74,-179.47,24095,2019-05-30 12:12:38:444
-1.52,-0.36,-9.76,0.09,1.15,-9.73,-1.47,-0.43,-0.02,0.05,0.03,0.19,10.08,61.07,57.66,8.888,-6.74,-179.47,24097,2019-05-30 12:12:38:446
-1.52,-0.36,-9.76,0.09,1.15,-9.73,-1.47,-0.43,-0.02,0.05,0.03,0.19,10.08,61.07,57.66,8.888,-6.74,-179.47,24100,2019-05-30 12:12:38:449
-0.45,0.02,-9.83,0.13,1.12,-9.74,-0.41,0.03,-0.1,0.03,0.08,0.14,10.97,59.99,57,9.868,-6.74,-179.47,24104,2019-05-30 12:12:38:453
-0.45,0.02,-9.83,0.13,1.12,-9.74,-0.41,0.03,-0.1,0.03,0.08,0.14,10.97,59.99,57,9.868,-6.74,-179.47,24110,2019-05-30 12:12:38:459
-0.45,0.02,-9.83,0.13,1.12,-9.74,-0.41,0.03,-0.1,0.03,0.08,0.14,10.97,59.99,57,9.868,-6.74,-179.47,24115,2019-05-30 12:12:38:464
-0.45,0.02,-9.83,0.13,1.12,-9.74,-0.41,0.03,-0.1,0.03,0.08,0.14,10.97,59.99,57,9.868,-6.74,-179.47,24120,2019-05-30 12:12:38:469
-0.45,0.02,-9.83,0.13,1.12,-9.74,-0.41,0.03,-0.1,0.03,0.08,0.14,10.97,59.99,57,9.868,-6.74,-179.47,24126,2019-05-30 12:12:38:475
1.51,0.51,-9.83,0.13,1.12,-9.74,-0.41,0.03,-0.1,0.03,0.08,0.14,10.97,59.99,57,9.868,-6.74,-179.47,24129,2019-05-30 12:12:38:478
1.51,0.51,-9.83,0.2,1.07,-9.74,1.53,0.48,-0.09,0.03,0.08,0.14,10.97,59.99,57,9.868,-6.74,-179.47,24135,2019-05-30 12:12:38:484
1.51,0.51,-9.83,0.2,1.07,-9.74,1.53,0.48,-0.09,0.03,0.08,0.14,10.97,59.99,57,9.868,-6.74,-179.47,24139,2019-05-30 12:12:38:488
1.51,0.51,-9.83,0.2,1.07,-9.74,1.53,0.48,-0.09,0.03,0.08,0.14,10.97,59.99,57,9.868,-6.74,-179.47,24145,2019-05-30 12:12:38:494
1.51,0.51,-9.83,0.2,1.07,-9.74,1.53,0.48,-0.09,0.03,0.08,0.14,10.97,59.99,57,9.868,-6.74,-179.47,24151,2019-05-30 12:12:38:500
-0.47,0.62,-9.63,0.2,1.07,-9.74,1.53,0.48,-0.09,0.04,0.04,0.17,12.77,57.41,53.34,12.717,-6.268,-178.824,24156,2019-05-30 12:12:38:505
-0.47,0.62,-9.63,0.2,1.07,-9.74,1.53,0.48,-0.09,0.04,0.04,0.17,12.77,57.41,53.34,12.717,-6.268,-178.824,24160,2019-05-30 12:12:38:509
-0.47,0.62,-9.63,0.2,1.07,-9.74,1.53,0.48,-0.09,0.04,0.04,0.17,12.77,57.41,53.34,12.717,-6.268,-178.824,24166,2019-05-30 12:12:38:515
-0.47,0.62,-9.63,0.2,1.07,-9.74,-0.01,0.38,0.12,0.04,0.04,0.17,12.77,57.41,53.34,12.717,-6.268,-178.824,24170,2019-05-30 12:12:38:519
-0.47,0.62,-9.63,0.2,1.07,-9.74,-0.01,0.38,0.12,0.04,0.04,0.17,12.77,57.41,53.34,12.717,-6.268,-178.824,24175,2019-05-30 12:12:38:524
-0.47,0.62,-9.63,0.23,1.04,-9.74,-0.01,0.38,0.12,0.04,0.04,0.17,12.77,57.41,53.34,12.717,-6.268,-178.824,24181,2019-05-30 12:12:38:530
-0.47,0.62,-9.63,0.23,1.04,-9.74,-0.01,0.38,0.12,0.04,0.04,0.17,12.77,57.41,53.34,12.717,-6.268,-178.824,24185,2019-05-30 12:12:38:534
-0.47,0.62,-9.63,0.23,1.04,-9.74,-0.01,0.38,0.12,0.04,0.04,0.17,12.77,57.41,53.34,12.717,-6.268,-178.824,24190,2019-05-30 12:12:38:539
-0.47,0.62,-9.63,0.23,1.04,-9.74,-0.01,0.38,0.12,0.04,0.04,0.17,12.77,57.41,53.34,12.717,-6.268,-178.824,24195,2019-05-30 12:12:38:544
-0.47,0.62,-9.63,0.23,1.04,-9.74,-0.01,0.38,0.12,0.04,0.04,0.17,12.77,57.41,53.34,12.717,-6.268,-178.824,24200,2019-05-30 12:12:38:549
0.32,0.46,-9.97,0.23,1.04,-9.74,0.36,0.31,-0.27,0.03,-0.01,0.24,14.16,57.24,52.32,12.717,-6.268,-178.824,24205,2019-05-30 12:12:38:554
0.32,0.46,-9.97,0.28,0.99,-9.75,0.36,0.31,-0.27,0.03,-0.01,0.24,14.16,57.24,52.32,12.717,-6.268,-178.824,24210,2019-05-30 12:12:38:559
0.32,0.46,-9.97,0.28,0.99,-9.75,0.36,0.31,-0.27,0.03,-0.01,0.24,14.16,57.24,52.32,12.717,-6.268,-178.824,24215,2019-05-30 12:12:38:564
0.32,0.46,-9.97,0.28,0.99,-9.75,0.36,0.31,-0.27,0.03,-0.01,0.24,14.16,57.24,52.32,12.717,-6.268,-178.824,24220,2019-05-30 12:12:38:569
0.32,0.46,-9.97,0.28,0.99,-9.75,0.36,0.31,-0.27,0.03,-0.01,0.24,14.16,57.24,52.32,12.717,-6.268,-178.824,24225,2019-05-30 12:12:38:574
0.32,0.46,-9.97,0.28,0.99,-9.75,0.36,0.31,-0.27,0.03,-0.01,0.24,14.16,57.24,52.32,12.717,-6.268,-178.824,24230,2019-05-30 12:12:38:579
-0.23,0.7,-9.45,0.28,0.99,-9.75,-0.26,0.42,0.25,0.01,-0.02,0.25,15.72,55.56,50.28,16.017,-5.795,-178.355,24234,2019-05-30 12:12:38:583
-0.23,0.7,-9.45,0.28,0.99,-9.75,-0.26,0.42,0.25,0.01,-0.02,0.25,15.72,55.56,50.28,16.017,-5.795,-178.355,24240,2019-05-30 12:12:38:589
-0.23,0.7,-9.45,0.28,0.99,-9.75,-0.26,0.42,0.25,0.01,-0.02,0.25,15.72,55.56,50.28,16.017,-5.795,-178.355,24246,2019-05-30 12:12:38:595
-0.23,0.7,-9.45,0.28,0.99,-9.75,-0.26,0.42,0.25,0.01,-0.02,0.25,15.72,55.56,50.28,16.017,-5.795,-178.355,24250,2019-05-30 12:12:38:599
-0.23,0.7,-9.45,0.28,0.99,-9.75,-0.26,0.42,0.25,0.01,-0.02,0.25,15.72,55.56,50.28,16.017,-5.795,-178.355,24255,2019-05-30 12:12:38:604
-0.23,0.7,-9.45,0.28,0.99,-9.75,-0.26,0.42,0.25,0.01,-0.02,0.25,15.72,55.56,50.28,16.017,-5.795,-178.355,24261,2019-05-30 12:12:38:610
0.3,0.78,-10.07,0.33,0.95,-9.75,-0.26,0.42,0.25,0.01,-0.02,0.25,15.72,55.56,50.28,16.017,-5.795,-178.355,24266,2019-05-30 12:12:38:615
0.3,0.78,-10.07,0.33,0.95,-9.75,-0.83,0.29,0.36,-0.02,0.02,0.2,15.77,54.29,48.3,16.017,-5.795,-178.355,24270,2019-05-30 12:12:38:619
0.3,0.78,-10.07,0.33,0.95,-9.75,-0.83,0.29,0.36,-0.02,0.02,0.2,15.77,54.29,48.3,16.017,-5.795,-178.355,24275,2019-05-30 12:12:38:624
0.3,0.78,-10.07,0.33,0.95,-9.75,-0.83,0.29,0.36,-0.02,0.02,0.2,15.77,54.29,48.3,16.017,-5.795,-178.355,24280,2019-05-30 12:12:38:629
0.3,0.78,-10.07,0.33,0.95,-9.75,-0.83,0.29,0.36,-0.02,0.02,0.2,15.77,54.29,48.3,16.017,-5.795,-178.355,24285,2019-05-30 12:12:38:634
0.02,0.89,-10.07,0.36,0.91,-9.75,-0.83,0.29,0.36,-0.02,0.02,0.2,15.77,54.29,48.3,16.017,-5.795,-178.355,24290,2019-05-30 12:12:38:639
0.02,0.89,-10.07,0.36,0.91,-9.75,-0.83,0.29,0.36,-0.02,0.02,0.2,15.77,54.29,48.3,16.017,-5.795,-178.355,24295,2019-05-30 12:12:38:644
0.02,0.89,-10.07,0.36,0.91,-9.75,-0.83,0.29,0.36,-0.02,0.02,0.2,15.77,54.29,48.3,16.017,-5.795,-178.355,24300,2019-05-30 12:12:38:649
0.02,0.89,-10.07,0.36,0.91,-9.75,-0.83,0.29,0.36,-0.02,0.02,0.2,15.77,54.29,48.3,16.017,-5.795,-178.355,24306,2019-05-30 12:12:38:655
0.02,0.89,-10.07,0.36,0.91,-9.75,-0.83,0.29,0.36,-0.02,0.02,0.2,16.86,52.79,45.9,18.156,-5.329,-177.885,24310,2019-05-30 12:12:38:659
0.02,0.89,-10.07,0.36,0.91,-9.75,0.14,0.2,0.39,-0.02,0,0.24,16.86,52.79,45.9,18.156,-5.329,-177.885,24315,2019-05-30 12:12:38:664
0.02,0.89,-10.07,0.36,0.91,-9.75,0.14,0.2,0.39,-0.02,0,0.24,16.86,52.79,45.9,18.156,-5.329,-177.885,24321,2019-05-30 12:12:38:670
0.02,0.89,-10.07,0.36,0.91,-9.75,0.14,0.2,0.39,-0.02,0,0.24,16.86,52.79,45.9,18.156,-5.329,-177.885,24324,2019-05-30 12:12:38:673
-0.63,1.17,-9.94,0.39,0.88,-9.75,0.14,0.2,0.39,-0.02,0,0.24,16.86,52.79,45.9,18.156,-5.329,-177.885,24330,2019-05-30 12:12:38:679
-0.63,1.17,-9.94,0.39,0.88,-9.75,0.14,0.2,0.39,-0.02,0,0.24,16.86,52.79,45.9,18.156,-5.329,-177.885,24334,2019-05-30 12:12:38:683
-0.63,1.17,-9.94,0.39,0.88,-9.75,0.14,0.2,0.39,-0.02,0,0.24,16.86,52.79,45.9,18.156,-5.329,-177.885,24341,2019-05-30 12:12:38:690
-0.63,1.17,-9.94,0.39,0.88,-9.75,0.14,0.2,0.39,-0.02,0,0.24,16.86,52.79,45.9,18.156,-5.329,-177.885,24346,2019-05-30 12:12:38:695
-0.63,1.17,-9.94,0.39,0.88,-9.75,0.14,0.2,0.39,-0.02,0,0.24,16.86,52.79,45.9,18.156,-5.329,-177.885,24350,2019-05-30 12:12:38:699
-0.63,1.17,-9.94,0.39,0.88,-9.75,0.14,0.2,0.39,-0.02,0,0.24,16.86,52.79,45.9,18.156,-5.329,-177.885,24355,2019-05-30 12:12:38:704
0.12,0.75,-9.55,0.4,0.86,-9.75,0.2,0.08,0.18,-0.02,-0.01,0.26,18.41,51.06,44.22,18.156,-5.329,-177.885,24360,2019-05-30 12:12:38:709
0.12,0.75,-9.55,0.4,0.86,-9.75,0.2,0.08,0.18,-0.02,-0.01,0.26,18.41,51.06,44.22,18.156,-5.329,-177.885,24366,2019-05-30 12:12:38:715
0.12,0.75,-9.55,0.4,0.86,-9.75,0.2,0.08,0.18,-0.02,-0.01,0.26,18.41,51.06,44.22,18.156,-5.329,-177.885,24370,2019-05-30 12:12:38:719
0.12,0.75,-9.55,0.4,0.86,-9.75,0.2,0.08,0.18,-0.02,-0.01,0.26,18.41,51.06,44.22,18.156,-5.329,-177.885,24374,2019-05-30 12:12:38:723
0.12,0.75,-9.55,0.4,0.86,-9.75,0.2,0.08,0.18,-0.02,-0.01,0.26,18.41,51.06,44.22,18.156,-5.329,-177.885,24380,2019-05-30 12:12:38:729
0.12,0.75,-9.55,0.4,0.86,-9.75,0.2,0.08,0.18,-0.02,-0.01,0.26,18.41,51.06,44.22,18.156,-5.329,-177.885,24385,2019-05-30 12:12:38:734
0.12,0.75,-9.55,0.4,0.86,-9.75,0.2,0.08,0.18,-0.02,-0.01,0.26,18.41,51.06,44.22,18.156,-5.329,-177.885,24390,2019-05-30 12:12:38:739
-0.65,0.81,-9.57,0.43,0.84,-9.76,-0.48,0.09,0.14,-0.01,0.02,0.21,18.05,48.83,42,20.599,-5.037,-177.651,24395,2019-05-30 12:12:38:744
-0.65,0.81,-9.57,0.43,0.84,-9.76,-0.48,0.09,0.14,-0.01,0.02,0.21,18.05,48.83,42,20.599,-5.037,-177.651,24399,2019-05-30 12:12:38:748
